[2020-10-26 18:37:09 #1354 INFO] murray.journeay running /mnt/data/shared/canada-2020/canada-srm2/cDamage/input/cDamage_r2_ON3540.ini [--hc=1316]
[2020-10-26 18:37:09 #1354 INFO] Using engine version 3.11.0-git4f03c56
[2020-10-26 18:37:10 #1354 WARNING] Using 64 cores on gem-compute
[2020-10-26 18:37:10 #1354 INFO] Checksum of the input files: 1508585000
[2020-10-26 18:37:10 #1354 INFO] Reading the risk model if present
[2020-10-26 18:37:13 #1354 INFO] Reading /mnt/data/shared/canada-2020/model-inputs/exposure/general-building-stock/oqBldgExp_ON3540.xml
[2020-10-26 18:37:21 #1354 INFO] Using asset_hazard_distance=14 km instead of 15 km
[2020-10-26 18:37:22 #1354 INFO] Associated 81335 assets to 145 sites
[2020-10-26 18:37:26 #1354 INFO] Reducing risk model from 4224 to 490 taxonomies
[2020-10-26 18:37:26 #1354 INFO] Storing risk model
[2020-10-26 18:37:27 #1354 INFO] Building risk inputs from 50 realization(s)
[2020-10-26 18:37:28 #1354 INFO] Built 177 risk inputs
[2020-10-26 18:37:31 #1354 INFO] Sent 122 tasks, 18.41 MB in 0 seconds
[2020-10-26 18:37:42 #1354 INFO] classical_damage  18% [122 submitted, 0 queued]
[2020-10-26 18:37:43 #1354 INFO] classical_damage  19% [122 submitted, 0 queued]
[2020-10-26 18:37:43 #1354 INFO] classical_damage  20% [122 submitted, 0 queued]
[2020-10-26 18:37:43 #1354 INFO] classical_damage  21% [122 submitted, 0 queued]
[2020-10-26 18:37:43 #1354 INFO] classical_damage  22% [122 submitted, 0 queued]
[2020-10-26 18:37:44 #1354 INFO] classical_damage  23% [122 submitted, 0 queued]
[2020-10-26 18:37:44 #1354 INFO] classical_damage  24% [122 submitted, 0 queued]
[2020-10-26 18:37:44 #1354 INFO] classical_damage  25% [122 submitted, 0 queued]
[2020-10-26 18:37:44 #1354 INFO] classical_damage  26% [122 submitted, 0 queued]
[2020-10-26 18:37:44 #1354 INFO] classical_damage  27% [122 submitted, 0 queued]
[2020-10-26 18:37:45 #1354 INFO] classical_damage  28% [122 submitted, 0 queued]
[2020-10-26 18:37:45 #1354 INFO] classical_damage  29% [122 submitted, 0 queued]
[2020-10-26 18:37:45 #1354 INFO] classical_damage  30% [122 submitted, 0 queued]
[2020-10-26 18:37:45 #1354 INFO] classical_damage  31% [122 submitted, 0 queued]
[2020-10-26 18:37:45 #1354 INFO] classical_damage  32% [122 submitted, 0 queued]
[2020-10-26 18:37:46 #1354 INFO] classical_damage  33% [122 submitted, 0 queued]
[2020-10-26 18:37:46 #1354 INFO] classical_damage  34% [122 submitted, 0 queued]
[2020-10-26 18:37:46 #1354 INFO] classical_damage  35% [122 submitted, 0 queued]
[2020-10-26 18:37:46 #1354 INFO] classical_damage  36% [122 submitted, 0 queued]
[2020-10-26 18:37:46 #1354 INFO] classical_damage  37% [122 submitted, 0 queued]
[2020-10-26 18:37:46 #1354 INFO] classical_damage  38% [122 submitted, 0 queued]
[2020-10-26 18:37:46 #1354 INFO] classical_damage  39% [122 submitted, 0 queued]
[2020-10-26 18:37:46 #1354 INFO] classical_damage  40% [122 submitted, 0 queued]
[2020-10-26 18:37:46 #1354 INFO] classical_damage  41% [122 submitted, 0 queued]
[2020-10-26 18:37:46 #1354 INFO] classical_damage  42% [122 submitted, 0 queued]
[2020-10-26 18:37:46 #1354 INFO] classical_damage  43% [122 submitted, 0 queued]
[2020-10-26 18:37:46 #1354 INFO] classical_damage  44% [122 submitted, 0 queued]
[2020-10-26 18:37:46 #1354 INFO] classical_damage  45% [122 submitted, 0 queued]
[2020-10-26 18:37:46 #1354 INFO] classical_damage  46% [122 submitted, 0 queued]
[2020-10-26 18:37:46 #1354 INFO] classical_damage  47% [122 submitted, 0 queued]
[2020-10-26 18:37:47 #1354 INFO] classical_damage  48% [122 submitted, 0 queued]
[2020-10-26 18:37:47 #1354 INFO] classical_damage  49% [122 submitted, 0 queued]
[2020-10-26 18:37:47 #1354 INFO] classical_damage  50% [122 submitted, 0 queued]
[2020-10-26 18:37:47 #1354 INFO] classical_damage  51% [122 submitted, 0 queued]
[2020-10-26 18:37:47 #1354 INFO] classical_damage  52% [122 submitted, 0 queued]
[2020-10-26 18:37:47 #1354 INFO] classical_damage  53% [122 submitted, 0 queued]
[2020-10-26 18:37:47 #1354 INFO] classical_damage  54% [122 submitted, 0 queued]
[2020-10-26 18:37:47 #1354 INFO] classical_damage  55% [122 submitted, 0 queued]
[2020-10-26 18:37:47 #1354 INFO] classical_damage  56% [122 submitted, 0 queued]
[2020-10-26 18:37:47 #1354 INFO] classical_damage  57% [122 submitted, 0 queued]
[2020-10-26 18:37:47 #1354 INFO] classical_damage  58% [122 submitted, 0 queued]
[2020-10-26 18:37:47 #1354 INFO] classical_damage  59% [122 submitted, 0 queued]
[2020-10-26 18:37:47 #1354 INFO] classical_damage  60% [122 submitted, 0 queued]
[2020-10-26 18:37:47 #1354 INFO] classical_damage  61% [122 submitted, 0 queued]
[2020-10-26 18:37:47 #1354 INFO] classical_damage  62% [122 submitted, 0 queued]
[2020-10-26 18:37:47 #1354 INFO] classical_damage  63% [122 submitted, 0 queued]
[2020-10-26 18:37:48 #1354 INFO] classical_damage  64% [122 submitted, 0 queued]
[2020-10-26 18:37:48 #1354 INFO] classical_damage  65% [122 submitted, 0 queued]
[2020-10-26 18:37:48 #1354 INFO] classical_damage  66% [122 submitted, 0 queued]
[2020-10-26 18:37:48 #1354 INFO] classical_damage  67% [122 submitted, 0 queued]
[2020-10-26 18:37:48 #1354 INFO] classical_damage  68% [122 submitted, 0 queued]
[2020-10-26 18:37:48 #1354 INFO] classical_damage  69% [122 submitted, 0 queued]
[2020-10-26 18:37:48 #1354 INFO] classical_damage  70% [122 submitted, 0 queued]
[2020-10-26 18:37:48 #1354 INFO] classical_damage  71% [122 submitted, 0 queued]
[2020-10-26 18:37:48 #1354 INFO] classical_damage  72% [122 submitted, 0 queued]
[2020-10-26 18:37:48 #1354 INFO] classical_damage  73% [122 submitted, 0 queued]
[2020-10-26 18:37:48 #1354 INFO] classical_damage  74% [122 submitted, 0 queued]
[2020-10-26 18:37:48 #1354 INFO] classical_damage  75% [122 submitted, 0 queued]
[2020-10-26 18:37:48 #1354 INFO] classical_damage  76% [122 submitted, 0 queued]
[2020-10-26 18:37:48 #1354 INFO] classical_damage  77% [122 submitted, 0 queued]
[2020-10-26 18:37:48 #1354 INFO] classical_damage  78% [122 submitted, 0 queued]
[2020-10-26 18:37:48 #1354 INFO] classical_damage  79% [122 submitted, 0 queued]
[2020-10-26 18:37:48 #1354 INFO] classical_damage  80% [122 submitted, 0 queued]
[2020-10-26 18:37:49 #1354 INFO] classical_damage  81% [122 submitted, 0 queued]
[2020-10-26 18:37:49 #1354 INFO] classical_damage  82% [122 submitted, 0 queued]
[2020-10-26 18:37:49 #1354 INFO] classical_damage  83% [122 submitted, 0 queued]
[2020-10-26 18:37:49 #1354 INFO] classical_damage  84% [122 submitted, 0 queued]
[2020-10-26 18:37:49 #1354 INFO] classical_damage  85% [122 submitted, 0 queued]
[2020-10-26 18:37:49 #1354 INFO] classical_damage  86% [122 submitted, 0 queued]
[2020-10-26 18:37:49 #1354 INFO] classical_damage  87% [122 submitted, 0 queued]
[2020-10-26 18:37:49 #1354 INFO] classical_damage  88% [122 submitted, 0 queued]
[2020-10-26 18:37:49 #1354 INFO] classical_damage  89% [122 submitted, 0 queued]
[2020-10-26 18:37:49 #1354 INFO] classical_damage  90% [122 submitted, 0 queued]
[2020-10-26 18:37:49 #1354 INFO] classical_damage  91% [122 submitted, 0 queued]
[2020-10-26 18:37:49 #1354 INFO] classical_damage  92% [122 submitted, 0 queued]
[2020-10-26 18:37:49 #1354 INFO] classical_damage  93% [122 submitted, 0 queued]
[2020-10-26 18:37:49 #1354 INFO] classical_damage  94% [122 submitted, 0 queued]
[2020-10-26 18:37:49 #1354 INFO] classical_damage  95% [122 submitted, 0 queued]
[2020-10-26 18:37:50 #1354 INFO] classical_damage  96% [122 submitted, 0 queued]
[2020-10-26 18:37:50 #1354 INFO] classical_damage  97% [122 submitted, 0 queued]
[2020-10-26 18:37:50 #1354 INFO] classical_damage  98% [122 submitted, 0 queued]
[2020-10-26 18:37:51 #1354 INFO] classical_damage  99% [122 submitted, 0 queued]
[2020-10-26 18:37:51 #1354 INFO] classical_damage 100% [122 submitted, 0 queued]
[2020-10-26 18:37:52 #1354 INFO] Received {'tot': '89.67 MB'} in 20 seconds
[2020-10-26 18:37:53 #1354 INFO] Exposing the outputs to the database
[2020-10-26 18:37:53 #1354 INFO] Stored 114.1 MB on /mnt/data/murray.journeay/oqdata/calc_1354.hdf5 in 42 seconds
  id | name
7237 | Asset Damage Distributions
7238 | Asset Damage Statistics
7239 | Full Report
7240 | Realizations
